"Campaign","Category","Sub-Category","Backers","Pledged","Goal","Outcome","Country","Campaign Length","Campaign Bucket"
"A SHOW OF HANDS","Photography","Photography",98,"23857","44232","failed","GB",30,"Medium"
"Stray: the sequel to Mutt","Publishing","Fiction",54,"2022","2000","successful","US",45,"Long"
"Nocturne - Anthology Short Film","Film & Video","Shorts",59,"5137","5000","successful","US",17,"Medium"
"Amazing Rage","Film & Video","Film & Video",0,"0","18000","failed","US",30,"Medium"
"Belfort: The Expansion Expansion","Games","Tabletop Games",977,"34101","20000","successful","US",36,"Long"
"Whirlwind","Film & Video","Shorts",28,"1952","1908","successful","GB",30,"Medium"
"Fida's Cafe Launch - Help Bring Caribbean Food To Lexington!","Food","Restaurants",34,"2925","20000","failed","US",42,"Long"
"REALusable clothing (Canceled)","Fashion","Fashion",0,"0","339","canceled","CA",60,"Long"
"Buenos Aires: From Concrete to Canvas","Art","Painting",82,"3470","2500","successful","US",30,"Medium"
"Heart of Darkness","Music","Electronic Music",6,"217","5858","failed","GB",35,"Long"
"Cracked Lens Productions Racing Documentary","Film & Video","Documentary",2,"50","2500","failed","US",30,"Medium"
"I NEED YOUR HELP!","Music","Country & Folk",17,"1495","35000","failed","US",33,"Long"
"Cook the ENTIRE Hershey's Recipe Collection.","Food","Cookbooks",2,"103","350","failed","US",25,"Medium"
"The Original Real Hug","Fashion","Fashion",8,"415","12000","failed","US",30,"Medium"
"Coldfront Magazine Redesign","Publishing","Poetry",149,"6156","5000","successful","US",60,"Long"
"Celebrate Navidad with The Floricanto Institute","Dance","Dance",6,"255","3000","failed","US",30,"Medium"
"un chef en cavale","Food","Bacon",2,"34","5712","failed","CA",30,"Medium"
"Pigtail Girls","Publishing","Zines",71,"2388","2000","successful","US",30,"Medium"
"Malerhjerne (Painterbrain) -- Student Film","Film & Video","Drama",7,"16","201","failed","DK",27,"Medium"
"Back Porch Confessional  album by Aaron & Amanda Konzelman","Music","Country & Folk",38,"3085","18500","failed","US",45,"Long"
"FXdoctor 8-Bit Fuzz Pedal's US Tour","Design","Product Design",20,"1735","1000","successful","US",40,"Long"
"CherBear's Imagination Exercises: The Sinking Submarine","Publishing","Children's Books",8,"150","150","successful","US",28,"Medium"
"Temple Cats Calendar","Photography","Animals",6,"395","2000","failed","US",60,"Long"
"Help The Classic Crime Make What Was Done: Volume One","Music","Indie Rock",1435,"50458","15000","successful","US",30,"Medium"
"The Radio Collective; Help Turn Up The Volume In The Arts!","Music","Music",4,"154","6143","failed","GB",30,"Medium"
"The Ho Truth","Film & Video","Webseries",19,"256","18000","failed","US",45,"Long"
"Nature Reborn - Open Source CNC Router for Rough Wood Slabs","Technology","Hardware",9,"290","10000","failed","US",30,"Medium"
"FOURDORA AAAAAAAAAAAAAAAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH","Fashion","Accessories",1,"7","100","failed","US",30,"Medium"
"ITS MORE THAN 72 HOLES....","Film & Video","Webseries",2,"110","65000","failed","US",30,"Medium"
"Water From the ROC TOUR","Film & Video","Documentary",0,"0","100000","failed","US",30,"Medium"
"Butterfly - Go Somewhere. Meet Someone. Do Something.","Technology","Apps",37,"5484","17000","failed","US",25,"Medium"
"A 2014 Calendar For Foodies With Inspirational Quotes","Food","Food",1,"7","1061","failed","CA",25,"Medium"
"Yellow Ribbon Baby- Mom is Alone Because Dad is Deployed","Photography","Photobooks",21,"663","5000","failed","US",30,"Medium"
"makeAPP","Technology","Apps",0,"0","10000","failed","US",60,"Long"
"The Prodigal Song","Comics","Comic Books",56,"1909","5000","failed","US",30,"Medium"
"Screensaver Ninja for Windows (Canceled)","Technology","Apps",22,"244","9168","canceled","GB",30,"Medium"
"Dream Come True Coffee shop and Bakery","Food","Drinks",1,"1","200000","failed","US",45,"Long"
"Invisible Empire Re-release and Vinyl Release by DulceSky","Music","Indie Rock",11,"375","10000","failed","US",40,"Long"
"Falling Awake","Comics","Graphic Novels",80,"2115","1500","successful","US",31,"Long"
"The Triangle ( Horror PC Game )","Games","Video Games",48,"1384","15516","failed","GB",18,"Medium"
"MCA DAY - Celebrating the Life of Adam MCA Yauch","Music","Hip-Hop",156,"12264","10000","successful","US",30,"Medium"
"BROPOC 2012: Sometimes We Dance (Canceled)","Dance","Dance",3,"300","600","canceled","US",55,"Long"
"Apocalypse: The Web Series","Film & Video","Webseries",3,"80","6000","failed","US",30,"Medium"
"Heart Jewel: Advice from a Modern Tibetan Master (Canceled)","Publishing","Translations",7,"1575","15000","canceled","US",39,"Long"
"Storyt","Technology","Apps",1,"0","541","failed","SE",7,"Short"
"Askrias Cube","Games","Tabletop Games",30,"828","1181","failed","NZ",30,"Medium"
"AUDITION - Feature  Film Finishing Funds","Film & Video","Narrative Film",104,"11238","10000","successful","US",15,"Medium"
"Vale Of Pnath is recording a new album!","Music","Metal",153,"8277","7000","successful","US",30,"Medium"
"Gear Monster Apparel- Tee Shirt Launch","Fashion","Apparel",28,"1700","1550","successful","US",30,"Medium"
"Irony studio time and music video too capture the journey","Music","Hip-Hop",0,"0","2000","failed","US",20,"Medium"
"Broken Hearts by Reina","Art","Illustration",4,"40","350","failed","US",41,"Long"
"Dos equipos y un solo corazón","Film & Video","Film & Video",0,"0","899","failed","ES",45,"Long"
"Outdoor Velour's 2nd EP Portrait!","Music","Indie Rock",12,"669","2250","failed","US",28,"Medium"
"A Bridge to Brazil, LA Zouk Lambada Congress","Dance","Dance",99,"10684","7000","successful","US",30,"Medium"
"The Infinite portrait project","Art","Illustration",11,"112","1060","failed","US",30,"Medium"
"Help Bring To Hell and Back Comic to Print (Canceled)","Comics","Comics",0,"0","500","canceled","US",37,"Long"
"CRUSAL  Hochwertige Fußbälle","Design","Product Design",24,"1433","4215","failed","DE",30,"Medium"
"The kid who lives to see his dreams","Film & Video","Film & Video",1,"1","8500","failed","US",21,"Medium"
"Memoirs of Fatherhood: A Book by Ricardo Daximillion","Publishing","Nonfiction",60,"5203","5000","successful","US",21,"Medium"
"A Good Dog Day TV Shows: 10 Episodes / Season 30 min format","Film & Video","Television",4,"130","61060","failed","US",30,"Medium"
"Psycholware: Jewelry made from bicycle chains","Fashion","Fashion",20,"242","400","failed","US",31,"Long"
"The Dirty Attorney - The Film","Film & Video","Shorts",0,"0","100000","failed","US",26,"Medium"
"The Everyday Man's Apologetics","Publishing","Nonfiction",13,"662","27500","failed","US",30,"Medium"
"Warn U (Canceled)","Technology","Technology",27,"76","1622","canceled","NO",30,"Medium"
"UnEqually Yoked","Publishing","Fiction",2,"26","10000","failed","US",30,"Medium"
"Mondo SEXXXX: the terry kobrah story - feature length film","Film & Video","Shorts",2,"20","4000","failed","US",30,"Medium"
"Fallen Angels: The Antediluvian Days","Publishing","Fiction",3,"160","3000","failed","US",30,"Medium"
"My real destination","Photography","Places",1,"10","50000","failed","US",20,"Medium"
"Now What? (Canceled)","Publishing","Nonfiction",15,"600","15000","canceled","US",30,"Medium"
"Canceled (Canceled)","Games","Video Games",0,"0","250","canceled","US",60,"Long"
"FRESH ROMANCE brings you VOLUME 2 & VERONA","Comics","Graphic Novels",762,"34164","20000","successful","US",30,"Medium"
"Chevy & Rocky","Film & Video","Film & Video",14,"563","4100","failed","US",60,"Long"
"A. Burger and Seafood Restaurant","Food","Restaurants",0,"0","47797","failed","GB",40,"Long"
"YA novel: Singing Above the White Noise","Publishing","Young Adult",0,"0","14000","failed","US",28,"Medium"
"Ink on Mylar","Art","Painting",6,"412","700","failed","US",28,"Medium"
"Early Days (of a better nation)","Theater","Theater",115,"6847","6354","successful","GB",14,"Short"
"Hungry Like The Wolf","Music","Hip-Hop",1,"1","5000","failed","US",30,"Medium"
"Promise","Film & Video","Shorts",12,"546","500","successful","US",35,"Long"
"SwitchWood: The first interchangeable wooden bow tie","Fashion","Accessories",90,"10276","10000","successful","US",30,"Medium"
"Nick Kody EP - Post Production Costs","Music","Music",0,"1299","1100","undefined","NA",30,"Medium"
"A Lovely Tale","Photography","Photography",31,"1229","1200","successful","US",30,"Medium"
"Tunnel Vision: Chase Your Dreams","Fashion","Fashion",15,"436","20000","failed","US",23,"Medium"
"Deca","Journalism","Journalism",584,"32627","15000","successful","US",30,"Medium"
"Almond Blossom Bakeshop - delicious goodness!","Food","Food",49,"2900","2500","successful","US",24,"Medium"
"Still Waters Street Theatre Project","Theater","Theater",13,"803","800","successful","US",30,"Medium"
"Pinion gearbox, belt-drive 29er & 27.5+ MTB all weather bike","Design","Product Design",35,"12568","11683","successful","GB",32,"Long"
"Twelfth Night by William Shakespeare","Theater","Plays",46,"3080","3000","successful","US",21,"Medium"
"Kip Fox. This Dust EP.","Music","Indie Rock",79,"6660","5500","successful","US",29,"Medium"
"Laser Engraving Family Business","Design","Product Design",3,"202","5500","failed","US",30,"Medium"
"I-Kong: Powerful 3 in 1 multifunctional iPhone case","Design","Design",0,"0","3000","canceled","US",30,"Medium"
"FlyCamp Zeltanhänger (Canceled)","Technology","Technology",0,"0","15174","canceled","DE",26,"Medium"
"Debut Album","Music","Pop",1,"5","1000","failed","US",59,"Long"
"The Good Man","Film & Video","Comedy",5,"192","173","successful","GB",17,"Medium"
"DC SWAN Day","Theater","Theater",14,"1142","1000","successful","US",25,"Medium"
"The Voice and No More Lies Video","Music","Pop",50,"3225","3000","successful","US",40,"Long"
"Young Pilgrims - A documentary film","Film & Video","Documentary",182,"11185","9000","successful","US",35,"Long"
"WHIZZKIT Electronic Builder's Kit","Technology","DIY Electronics",31,"2137","2003","successful","GB",21,"Medium"
"Heads And Shoulders- A Caricature Book","Publishing","Art Books",66,"10003","20185","failed","GB",35,"Long"
"Hand Sand Hands to record and perform in Paris","Music","Electronic Music",12,"390","950","failed","US",30,"Medium"
"LUNA - Luxury Sleep Mask with NAP & Lucid Dream Features","Technology","Wearables",120,"15665","29959","canceled","FR",30,"Medium"
"TriGen 3D Board Game","Games","Tabletop Games",3,"139","18500","failed","US",30,"Medium"
"C-Box System ( Use any SSD on Ursa or Ursa Mini with CBox )","Technology","Camera Equipment",61,"16912","15000","successful","US",20,"Medium"
"Help Me Live on Food Stamps for One Year","Food","Food",3,"36","36000","failed","US",30,"Medium"
"Charlie's Scars Documentary","Film & Video","Documentary",75,"12520","12000","successful","US",21,"Medium"
"PicoBrew Zymatic:  Automatic Beer Brewing Appliance","Food","Food",866,"661027","150000","successful","US",30,"Medium"
"Spin Your World: Bring Flag Dancing to High School students","Art","Performance Art",28,"1809","1500","successful","US",60,"Long"
"Shaita Nalani - Yuanfen","Fashion","Apparel",1,"50","4000","failed","US",30,"Medium"
"Scandalous Lip Balms","Crafts","DIY",11,"67","3033","failed","CA",60,"Long"
"Eazi Gaming (Canceled)","Games","Gaming Hardware",0,"0","500","canceled","US",86,"Long"
"PawSpa","Technology","Gadgets",7,"531","200000","failed","US",30,"Medium"
"Matt Bauer records The Jessamine County Book of the Living","Music","Music",86,"5171","5000","successful","US",60,"Long"
"Print on Fabric Using Sunlight: The Lumi Process","Technology","Technology",3525,"268437","50000","successful","US",30,"Medium"
"Gigantic Photographs New Art Project by Joe","Photography","Photography",1,"51","25000","failed","US",30,"Medium"
"BobCon 2014","Games","Tabletop Games",35,"1622","800","successful","US",45,"Long"
"Ukrainian patriotic clothing","Fashion","Apparel",8,"523","6000","failed","US",30,"Medium"
"FATBAT: Universal battery, flashlight and battery for GoPro","Design","Design",28,"3241","1000","successful","US",30,"Medium"
"Sci-Fi San Francisco: Comics from the Bay Area's Future","Comics","Anthologies",151,"3433","2000","successful","US",32,"Long"
"M.S.B Cosmetics","Art","Art",3,"11","10000","failed","US",33,"Long"
"Twisted Craft: Black and White Enamel Pin Series","Fashion","Accessories",18,"395","360","successful","US",30,"Medium"
"The Id, ID Project","Photography","Photobooks",44,"3539","7800","failed","US",30,"Medium"
"The Saarburg Festival","Music","Classical Music",14,"1000","1000","successful","US",31,"Long"
"Chelsea Saddler's new album The Offering","Music","Music",0,"5000","4000","undefined","NA",30,"Medium"
"Janadhaar: a film by Jade Ajani and David Meek","Film & Video","Documentary",46,"2617","2000","successful","US",7,"Short"
"I Believe","Publishing","Publishing",3,"57","5000","failed","US",60,"Long"
"Sweet Boy Yaoi / Gay Manga Graphic Novel !","Comics","Graphic Novels",244,"5595","5000","successful","US",30,"Medium"
"Videos and Venues Blog Startup","Music","Music",1,"1","615","failed","CA",30,"Medium"
"SkyWar Dragon","Games","Tabletop Games",67,"4541","41000","failed","US",30,"Medium"
"The RTP","Comics","Comics",32,"1726","31519","failed","GB",30,"Medium"
"SOCCKET: The Energy-Harnessing Soccer Ball","Technology","Hardware",1094,"92296","75000","successful","US",30,"Medium"
"Anoraks","Film & Video","Comedy",68,"4944","7653","failed","GB",46,"Long"
"The Mirror Altar - Poems and Novels.","Art","Art",0,"0","2160","failed","GB",30,"Medium"
"HELLLOOO, I'm right here! Twifing less. Adoring more.","Technology","Apps",14,"1017","5000","failed","US",30,"Medium"
"Metal art","Art","Art",0,"0","15000","failed","US",30,"Medium"
"Isabella, Cat in the City: A Children's Picture Book Project","Publishing","Children's Books",81,"4706","4500","successful","US",30,"Medium"
"Stream the Vote","Design","Civic Design",1,"5","2000","failed","US",14,"Short"
"Radio Player for New Apple TV","Technology","Apps",1,"20","1000","failed","US",20,"Medium"
"Fading in Darkness: Empire of Blood Book Two and more...","Publishing","Fiction",4,"161","1000","failed","US",30,"Medium"
"Oakland Autumn: Spooky Bouquets","Art","Art",9,"245","500","failed","US",90,"Long"
"AMERICAN MADE CUSTOM MENSWEAR - PETER FIELD","Fashion","Fashion",180,"17611","17500","successful","US",58,"Long"
"Space Pussy Vinyl Toy Production","Comics","Comics",64,"5867","15000","failed","US",31,"Long"
"BADGE OF HONOR","Film & Video","Documentary",1,"10","10000","failed","US",30,"Medium"
"HERO: Prepare your champion with transparent cards!","Games","Tabletop Games",143,"10173","24097","failed","DE",29,"Medium"
"The Drank Tank - Drinking Evolved (Suspended)","Technology","Hardware",34,"1988","15251","suspended","CA",30,"Medium"
"Music Engineer (Canceled)","Music","World Music",1,"1","1500","canceled","US",60,"Long"
"GlutenFreeFromHome","Food","Restaurants",1,"1","50000","failed","US",30,"Medium"
"Dawn Under Heaven, a Halo fan film","Film & Video","Narrative Film",21,"1862","1500","successful","US",21,"Medium"
"HIT","Film & Video","Film & Video",214,"18866","18000","successful","US",45,"Long"
"Break The Rouxles","Food","Events",20,"5110","5000","successful","US",60,"Long"
"Last Night at Angelo's","Film & Video","Shorts",81,"2845","2500","successful","US",30,"Medium"
